Indicator ID,Indicator,Indicator number,Rationale,Specific rationale,Definition,Data source,Indicator source,Definition of numerator,Source of numerator,Definition of denominator,Source of denominator,Methodology,Standard population/values,Frequency,Confidence interval details,Disclosure control,Rounding,Caveats,Notes,Impact of COVID-19,Copyright,Data re-use,Links,Indicator Content,Simple Name,Simple Definition,Unit,Value type,Year type,Polarity,Date updated
92266,General fertility rate,,Fertility rates are closely tied to growth rates for an area and can be an excellent indicator of future population growth or decline in that area,,"Birth rate per 1,000 females aged 15 to 44 years","OHID, based on Office for National Statistics data",Office for Health Improvement and Disparities (OHID) based on Office for National Statistics births and population estimate data,Live births occurring in the respective calendar year.,"Office for National Statistics (ONS), Live births",Mid-year female population estimates (aged 15-44) for the respective calendar year.,"Office for National Statistics (ONS), Mid-year population estimates",Live births in the respective calendar year divided by female 15-44 population. Records are assigned to a local area based on residence.,,,,"2010 onwards small numbers (<3) are suppressed where necessary. The counts and denominators for the Isles of Scilly have been combined with Cornwall, andcounts and denominators for City of London have been combined with Hackney.",,,Data was refreshed for 2022 based on the ONS revisions (July 2025) which were made to mid-2022 and mid-2023 population estimates to incorporate improved international and internal migration data.,,© Crown copyright,,https://www.ons.gov.uk/peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/bulletins/birthsummarytablesenglandandwales/previousReleases,,,,"per 1,000",Crude rate,Calendar,BOB - Blue orange blue,10/09/2025
